transmission,mileage,tax,mpg,fuel type,engine size,price_cad,car_age
Manual,1066.0,145.0,47.1,Petrol,1.6,44231.76,7.0
Semi-Auto,47309.0,30.0,64.2,Diesel,2.1,32750.16,10.0
Semi-Auto,28408.0,30.0,60.1,Diesel,2.1,36982.16,9.0
Semi-Auto,5454.0,145.0,57.7,Diesel,2.0,52235.76,8.0
Semi-Auto,8641.0,145.0,45.6,Petrol,1.5,42042.16,8.0
Semi-Auto,14426.0,145.0,46.3,Petrol,1.5,37258.16,7.0
Semi-Auto,13807.0,145.0,61.4,Diesel,2.0,47378.16,7.0
Semi-Auto,12880.0,145.0,61.4,Diesel,2.0,44250.16,7.0
Semi-Auto,7144.0,145.0,46.3,Petrol,1.5,47470.16,7.0
Semi-Auto,10061.0,145.0,46.3,Petrol,1.5,46550.16,7.0
Semi-Auto,14009.0,145.0,46.3,Petrol,1.5,36522.16,7.0
Semi-Auto,13938.0,145.0,46.3,Petrol,1.5,36522.16,7.0
Semi-Auto,10272.0,145.0,47.1,Petrol,1.5,47746.16,7.0
Semi-Auto,7382.0,145.0,47.1,Petrol,1.5,48666.16,7.0
Semi-Auto,34400.0,20.0,67.3,Diesel,2.1,37166.16,10.0
Semi-Auto,21212.0,150.0,67.3,Diesel,2.1,44158.16,9.0
Semi-Auto,2000.0,150.0,44.1,Petrol,1.5,57406.16,7.0
Semi-Auto,15764.0,145.0,44.1,Petrol,1.5,44618.16,7.0
Manual,2000.0,145.0,65.7,Diesel,1.6,42686.16,7.0
Semi-Auto,16121.0,145.0,61.4,Diesel,2.0,46918.16,7.0
Semi-Auto,12394.0,145.0,61.4,Diesel,2.0,38638.16,7.0
Semi-Auto,6501.0,145.0,65.7,Diesel,1.6,33946.16,8.0
Semi-Auto,8559.0,145.0,64.2,Diesel,2.0,54738.16,7.0
Semi-Auto,2000.0,145.0,61.4,Diesel,2.0,52990.16,7.0
Semi-Auto,33475.0,260.0,36.2,Petrol,3.0,50966.16,9.0
Semi-Auto,19906.0,160.0,43.5,Petrol,2.0,41214.16,9.0
Semi-Auto,3822.0,145.0,44.1,Petrol,2.0,63478.16,7.0
Semi-Auto,10525.0,145.0,54.3,Diesel,2.0,55658.16,7.0
Semi-Auto,20480.0,145.0,46.3,Petrol,1.5,39466.16,7.0
Semi-Auto,13516.0,145.0,46.3,Petrol,1.5,36614.16,7.0
Semi-Auto,15669.0,145.0,46.3,Petrol,1.5,36062.16,7.0
Semi-Auto,13894.0,145.0,61.4,Diesel,2.0,47378.16,7.0
Semi-Auto,8214.0,145.0,47.1,Petrol,1.5,48390.16,7.0
Semi-Auto,46000.0,20.0,64.2,Diesel,2.1,27414.16,11.0
Semi-Auto,5766.0,145.0,61.4,Diesel,2.0,54646.16,7.0
Semi-Auto,15391.0,145.0,61.4,Diesel,2.0,47102.16,7.0
Semi-Auto,11896.0,145.0,46.3,Petrol,1.5,43974.16,8.0
Semi-Auto,11700.0,145.0,47.1,Petrol,1.5,48758.16,7.0
Semi-Auto,15028.0,145.0,46.3,Petrol,1.5,44894.16,7.0
Semi-Auto,5005.0,145.0,56.5,Diesel,2.0,52070.16,7.0
Semi-Auto,14496.0,145.0,46.3,Petrol,1.5,37350.16,7.0
Semi-Auto,5979.0,145.0,44.1,Petrol,2.0,55198.16,7.0
Semi-Auto,10776.0,145.0,61.4,Diesel,2.0,38362.16,7.0
Semi-Auto,2874.0,145.0,57.7,Diesel,2.0,54554.16,7.0
Semi-Auto,13731.0,145.0,61.4,Diesel,2.0,38638.16,7.0
Semi-Auto,14936.0,145.0,61.4,Diesel,2.0,47286.16,7.0
Semi-Auto,15067.0,145.0,61.4,Diesel,2.0,47286.16,7.0
Semi-Auto,35600.0,145.0,50.4,Petrol,2.0,27598.16,9.0
Semi-Auto,6266.0,145.0,57.7,Diesel,2.0,55198.16,7.0
Semi-Auto,42500.0,20.0,65.7,Diesel,2.1,26678.16,10.0
Semi-Auto,26000.0,30.0,64.2,Diesel,2.1,35878.16,10.0
Semi-Auto,9063.0,145.0,61.4,Diesel,2.0,44710.16,7.0
Semi-Auto,15242.0,145.0,61.4,Diesel,2.0,43238.16,7.0
Semi-Auto,7000.0,145.0,64.2,Diesel,2.0,46920.0,7.0
Automatic,18648.0,300.0,34.0,Petrol,3.0,56120.0,10.0
Automatic,2800.0,145.0,28.0,Petrol,4.0,123280.0,7.0
Semi-Auto,46512.0,145.0,65.7,Diesel,2.1,40480.0,9.0
Semi-Auto,29543.0,145.0,60.1,Diesel,2.1,37904.0,9.0
Semi-Auto,100.0,145.0,48.7,Diesel,2.0,63480.0,6.0
Semi-Auto,100.0,145.0,48.7,Diesel,2.0,63480.0,6.0
Semi-Auto,100.0,145.0,64.2,Diesel,2.0,56120.0,6.0
Semi-Auto,100.0,145.0,48.7,Diesel,2.0,63480.0,6.0
Semi-Auto,100.0,145.0,48.7,Diesel,2.0,63480.0,6.0
Semi-Auto,10651.0,145.0,60.1,Diesel,2.1,45352.32,7.0
Semi-Auto,9880.0,150.0,43.5,Petrol,2.0,51150.16,9.0
Semi-Auto,14263.0,300.0,32.8,Petrol,4.0,80866.16,9.0
Semi-Auto,40782.0,145.0,58.9,Diesel,2.1,37720.0,9.0
Semi-Auto,12745.0,145.0,61.4,Diesel,2.0,43035.76,8.0
Semi-Auto,19526.0,145.0,45.6,Petrol,1.5,41952.0,7.0
Automatic,8820.0,145.0,57.7,Diesel,2.0,52256.0,7.0
Semi-Auto,21657.0,145.0,64.2,Diesel,2.1,34960.0,9.0
Semi-Auto,10936.0,145.0,57.7,Diesel,2.0,51244.0,7.0
Semi-Auto,5678.0,145.0,61.4,Diesel,2.0,48760.0,7.0
Semi-Auto,13654.0,145.0,47.1,Petrol,1.5,46734.16,7.0
Semi-Auto,10925.0,145.0,61.4,Diesel,2.0,38362.16,7.0
Semi-Auto,13810.0,145.0,61.4,Diesel,2.0,37626.16,7.0
Semi-Auto,9168.0,145.0,57.7,Diesel,2.0,54830.16,7.0
Semi-Auto,1867.0,145.0,41.5,Petrol,2.0,52438.16,7.0
Semi-Auto,10837.0,145.0,54.3,Diesel,2.0,55474.16,7.0
Semi-Auto,9445.0,145.0,47.1,Petrol,1.5,48022.16,7.0
Semi-Auto,14380.0,145.0,46.3,Petrol,1.5,36430.16,7.0
Semi-Auto,14160.0,145.0,46.3,Petrol,1.5,36430.16,7.0
Semi-Auto,15012.0,145.0,61.4,Diesel,2.0,47010.16,7.0
Semi-Auto,11805.0,145.0,47.1,Petrol,1.5,47286.16,7.0
Semi-Auto,9961.0,145.0,61.4,Diesel,2.0,48574.16,7.0
Semi-Auto,17549.0,145.0,46.3,Petrol,1.5,43330.16,7.0
Semi-Auto,10211.0,145.0,46.3,Petrol,1.5,46550.16,7.0
Semi-Auto,100.0,145.0,64.2,Diesel,2.0,57040.0,6.0
Semi-Auto,700.0,145.0,64.2,Diesel,2.0,56120.0,6.0
Semi-Auto,100.0,145.0,64.2,Diesel,2.0,56120.0,6.0
Semi-Auto,36074.0,30.0,64.2,Diesel,1.6,32014.16,10.0
Semi-Auto,2277.0,145.0,45.6,Petrol,1.5,49310.16,7.0
Semi-Auto,9486.0,145.0,54.3,Diesel,2.0,57958.16,7.0
Semi-Auto,10597.0,145.0,46.3,Petrol,1.5,46458.16,7.0
Semi-Auto,2570.0,145.0,57.7,Diesel,2.0,58878.16,7.0
Semi-Auto,5789.0,145.0,61.4,Diesel,2.0,53358.16,7.0
Semi-Auto,4606.0,145.0,61.4,Diesel,2.0,53358.16,7.0
Semi-Auto,14029.0,145.0,46.3,Petrol,1.5,37350.16,7.0
Semi-Auto,14481.0,145.0,46.3,Petrol,1.5,37258.16,7.0
Semi-Auto,8597.0,145.0,46.3,Petrol,1.5,47010.16,7.0
Semi-Auto,14536.0,145.0,46.3,Petrol,1.5,36338.16,7.0
Semi-Auto,3696.0,145.0,43.5,Petrol,2.0,48298.16,7.0
Semi-Auto,11242.0,145.0,64.2,Diesel,2.0,53726.16,7.0
Semi-Auto,2086.0,145.0,44.1,Petrol,1.5,64766.16,7.0
Semi-Auto,1714.0,145.0,45.6,Petrol,1.5,50966.16,7.0
Automatic,1000.0,145.0,64.2,Diesel,2.0,59890.16,7.0
Automatic,3268.0,145.0,42.2,Petrol,2.0,61086.16,7.0
Semi-Auto,4793.0,145.0,58.9,Diesel,1.6,49310.16,7.0
Semi-Auto,4292.0,145.0,44.1,Petrol,1.5,46366.16,7.0
Semi-Auto,5910.0,145.0,42.2,Petrol,1.6,46366.16,7.0
Automatic,5307.0,145.0,60.1,Diesel,1.6,50966.16,7.0
Semi-Auto,5831.0,145.0,41.5,Petrol,2.0,57038.16,7.0
Semi-Auto,7521.0,145.0,45.6,Petrol,1.5,47286.16,7.0
Semi-Auto,1839.0,145.0,45.6,Petrol,1.5,46715.76,7.0
Semi-Auto,2758.0,145.0,44.1,Petrol,2.0,53910.16,7.0
Semi-Auto,11300.0,145.0,30.4,Petrol,3.0,74794.16,7.0
Semi-Auto,21539.0,20.0,64.2,Diesel,2.1,29806.16,11.0
Semi-Auto,7749.0,145.0,30.4,Petrol,3.0,74978.16,7.0
Semi-Auto,283.0,145.0,42.2,Petrol,1.6,54094.16,7.0
Semi-Auto,18804.0,145.0,32.8,Petrol,4.0,77830.16,9.0
Semi-Auto,3668.0,145.0,30.4,Petrol,3.0,71206.16,7.0
Semi-Auto,1000.0,145.0,44.1,Petrol,2.0,61822.16,7.0
Automatic,5098.0,145.0,44.1,Petrol,1.5,44710.16,7.0
Automatic,2584.0,145.0,58.9,Diesel,1.6,50230.16,7.0
Automatic,4842.0,145.0,46.3,Petrol,1.5,57406.16,7.0
Semi-Auto,1000.0,145.0,44.1,Petrol,1.5,62631.76,7.0
Automatic,5415.0,145.0,42.2,Petrol,2.0,59614.16,7.0
Semi-Auto,1000.0,145.0,54.3,Diesel,2.0,70451.76000000001,7.0
Automatic,1000.0,145.0,61.4,Diesel,2.0,62042.96,7.0
Automatic,1000.0,145.0,64.2,Diesel,2.0,59006.96,7.0
Automatic,1000.0,145.0,53.3,Diesel,2.0,56596.560000000005,7.0
Semi-Auto,4388.0,145.0,46.3,Petrol,1.5,58694.16,7.0
Semi-Auto,3624.0,145.0,64.2,Diesel,2.0,57958.16,7.0
Automatic,8724.0,145.0,46.3,Petrol,1.5,42778.16,8.0
Automatic,11124.0,145.0,46.3,Petrol,1.5,42134.16,8.0
Semi-Auto,38265.0,30.0,64.2,Diesel,2.1,34406.16,10.0
Semi-Auto,1488.0,145.0,61.4,Diesel,2.0,56118.16,7.0
Automatic,7621.0,145.0,57.7,Diesel,2.0,52603.76,7.0
Semi-Auto,6618.0,145.0,54.3,Diesel,2.0,57958.16,7.0
Automatic,6012.0,145.0,46.3,Petrol,1.5,54830.16,7.0
Semi-Auto,8545.0,145.0,61.4,Diesel,2.0,54094.16,7.0
Semi-Auto,10785.0,145.0,61.4,Diesel,2.0,48298.16,7.0
Semi-Auto,14272.0,145.0,46.3,Petrol,1.5,36430.16,7.0
Semi-Auto,2011.0,145.0,44.1,Petrol,2.0,55290.16,7.0
Semi-Auto,15499.0,145.0,46.3,Petrol,1.5,43882.16,7.0
Semi-Auto,13243.0,145.0,61.4,Diesel,2.0,37810.16,7.0
Semi-Auto,33456.0,30.0,64.2,Diesel,2.1,33762.16,10.0
Semi-Auto,2838.0,145.0,42.2,Petrol,2.0,63478.16,7.0
Semi-Auto,5012.0,145.0,60.1,Diesel,1.6,50966.16,7.0
Semi-Auto,14507.0,145.0,46.3,Petrol,1.5,43790.16,7.0
Automatic,10577.0,145.0,46.3,Petrol,1.5,42226.16,8.0
Automatic,7322.0,145.0,57.7,Diesel,2.0,50506.16,8.0
Semi-Auto,11151.0,145.0,44.1,Petrol,1.5,47654.16,7.0
Semi-Auto,13070.0,145.0,61.4,Diesel,2.0,38638.16,7.0
Semi-Auto,8714.0,145.0,61.4,Diesel,2.0,49678.16,7.0
Semi-Auto,11576.0,145.0,57.7,Diesel,2.0,54830.16,7.0
Semi-Auto,9172.0,145.0,46.3,Petrol,1.5,46642.16,7.0
Semi-Auto,14593.0,145.0,61.4,Diesel,2.0,38086.16,7.0
Semi-Auto,35459.0,20.0,64.2,Diesel,2.1,30358.16,10.0
Semi-Auto,1000.0,145.0,29.7,Petrol,3.0,89937.36,6.0
Semi-Auto,9800.0,145.0,30.4,Petrol,3.0,66606.16,7.0
Semi-Auto,2303.0,145.0,44.1,Petrol,2.0,54922.16,7.0
Semi-Auto,11842.0,145.0,46.3,Petrol,1.5,45998.16,7.0
Semi-Auto,8108.0,145.0,46.3,Petrol,1.5,47194.16,7.0
Semi-Auto,15184.0,145.0,47.1,Petrol,1.5,46274.16,7.0
Semi-Auto,9785.0,145.0,47.1,Petrol,1.5,47930.16,7.0
Semi-Auto,12972.0,145.0,57.7,Diesel,2.0,53818.16,7.0
Semi-Auto,9426.0,145.0,54.3,Diesel,2.0,56118.16,7.0
Semi-Auto,3723.0,145.0,57.7,Diesel,2.0,58326.16,7.0
Semi-Auto,14874.0,145.0,61.4,Diesel,2.0,47010.16,7.0
Semi-Auto,19484.0,145.0,61.4,Diesel,2.0,45630.16,7.0
Semi-Auto,1000.0,145.0,54.3,Diesel,1.6,58473.36,7.0
Semi-Auto,1023.0,145.0,44.1,Petrol,1.5,65318.16,7.0
Semi-Auto,1733.0,145.0,64.2,Diesel,2.0,58694.16,7.0
Semi-Auto,7027.0,145.0,44.1,Petrol,2.0,53542.16,7.0
Semi-Auto,5856.0,145.0,61.4,Diesel,2.0,46366.16,7.0
Semi-Auto,100.0,145.0,55.4,Diesel,2.0,64950.16,7.0
Semi-Auto,2008.0,145.0,46.3,Petrol,1.5,59614.16,7.0
Semi-Auto,1906.0,145.0,47.1,Petrol,1.5,54646.16,7.0
Semi-Auto,630.0,145.0,28.5,Petrol,4.0,122726.16,7.0
Semi-Auto,124.0,145.0,41.5,Petrol,2.0,67342.16,7.0
Semi-Auto,2200.0,145.0,57.7,Diesel,2.0,62006.16,7.0
Semi-Auto,358.0,145.0,29.1,Petrol,3.0,91078.16,7.0
Semi-Auto,1000.0,145.0,54.3,Diesel,1.6,61582.96,6.0
Automatic,23790.0,145.0,53.3,Diesel,2.1,23918.16,13.0
Semi-Auto,17807.0,125.0,51.4,Petrol,2.0,36798.16,10.0
Semi-Auto,13636.0,145.0,47.1,Petrol,1.5,46734.16,7.0
Semi-Auto,8588.0,145.0,47.1,Petrol,1.5,48298.16,7.0
Semi-Auto,10918.0,145.0,46.3,Petrol,1.5,37258.16,7.0
Semi-Auto,14085.0,145.0,46.3,Petrol,1.5,36522.16,7.0
Semi-Auto,12187.0,145.0,47.1,Petrol,1.5,47102.16,7.0
Semi-Auto,13012.0,145.0,46.3,Petrol,1.5,45630.16,7.0
Semi-Auto,12999.0,145.0,46.3,Petrol,1.5,45630.16,7.0
Semi-Auto,5376.0,145.0,35.3,Petrol,3.0,68446.16,9.0
Semi-Auto,22000.0,30.0,64.2,Diesel,2.1,33762.16,10.0
Semi-Auto,5926.0,145.0,56.5,Diesel,2.0,50046.16,7.0
Semi-Auto,1768.0,145.0,57.7,Diesel,2.0,53818.16,7.0
Semi-Auto,15998.0,145.0,64.2,Diesel,2.1,33118.16,8.0
Semi-Auto,15238.0,145.0,61.4,Diesel,2.0,46366.16,7.0
Semi-Auto,10.0,145.0,61.4,Diesel,2.0,54738.16,7.0
Semi-Auto,7351.0,145.0,30.4,Petrol,3.0,79210.16,7.0
Semi-Auto,8315.0,145.0,29.7,Petrol,3.0,77186.16,7.0
Semi-Auto,11130.0,145.0,30.4,Petrol,3.0,74794.16,7.0
Semi-Auto,20801.0,30.0,64.2,Diesel,2.1,40478.16,10.0
Semi-Auto,26514.0,145.0,61.4,Diesel,2.1,32917.6,9.0
Semi-Auto,3085.0,145.0,44.1,Petrol,2.0,54145.68,7.0
Semi-Auto,8070.0,145.0,44.1,Petrol,2.0,50949.600000000006,7.0
Semi-Auto,2406.0,145.0,47.1,Petrol,1.5,62192.0,6.0
Semi-Auto,99.0,145.0,64.2,Diesel,2.0,55181.600000000006,6.0
Semi-Auto,99.0,145.0,48.7,Diesel,2.0,62541.600000000006,6.0
Semi-Auto,9809.0,145.0,57.7,Diesel,2.0,53360.0,7.0
Semi-Auto,4589.0,145.0,64.2,Diesel,2.0,55568.0,7.0
Semi-Auto,7165.0,145.0,57.7,Diesel,2.0,55442.880000000005,7.0
Semi-Auto,8750.0,145.0,57.7,Diesel,2.0,55200.0,7.0
Semi-Auto,1000.0,145.0,44.1,Petrol,2.0,61822.16,7.0
Semi-Auto,1000.0,145.0,61.4,Diesel,2.0,58878.16,7.0
Semi-Auto,2014.0,145.0,57.7,Diesel,2.0,62190.16,7.0
Semi-Auto,35000.0,125.0,60.1,Diesel,2.1,29423.440000000002,11.0
Semi-Auto,76982.0,0.0,134.5,Hybrid,2.0,27581.600000000002,9.0
Semi-Auto,9625.0,150.0,47.1,Petrol,1.5,47656.0,7.0
Semi-Auto,25726.0,20.0,68.9,Diesel,2.1,38437.6,10.0
Semi-Auto,19800.0,145.0,42.2,Petrol,2.0,47840.0,8.0
Semi-Auto,9714.0,30.0,65.7,Diesel,2.1,46901.6,9.0
Semi-Auto,14627.0,145.0,46.3,Petrol,1.5,42320.0,7.0
Semi-Auto,9163.0,145.0,46.3,Petrol,1.5,48390.16,7.0
Semi-Auto,13591.0,145.0,46.3,Petrol,1.5,36798.16,7.0
Semi-Auto,4208.0,145.0,57.7,Diesel,2.0,54094.16,7.0
Semi-Auto,39501.0,20.0,64.2,Diesel,2.1,27598.16,12.0
Semi-Auto,28000.0,150.0,47.9,Petrol,1.6,22078.16,12.0
Semi-Auto,3585.0,145.0,44.1,Petrol,1.5,46734.16,7.0
Semi-Auto,13356.0,145.0,61.4,Diesel,2.0,38270.16,7.0
Semi-Auto,14375.0,145.0,61.4,Diesel,2.0,37350.16,7.0
Semi-Auto,14085.0,145.0,46.3,Petrol,1.5,36522.16,7.0
Semi-Auto,2000.0,145.0,45.6,Petrol,1.5,49494.16,7.0
Semi-Auto,7163.0,145.0,54.3,Diesel,2.0,55934.16,7.0
Semi-Auto,3553.0,145.0,47.9,Petrol,2.0,48574.16,7.0
Semi-Auto,4040.0,145.0,46.3,Petrol,1.5,45446.16,7.0
Semi-Auto,1000.0,145.0,64.2,Diesel,2.0,59006.96,7.0
Semi-Auto,4504.0,145.0,44.1,Petrol,2.0,56302.16,7.0
Semi-Auto,5136.0,145.0,60.1,Diesel,1.6,52990.16,7.0
Semi-Auto,4701.0,145.0,54.3,Diesel,1.6,55382.16,7.0
Semi-Auto,1000.0,145.0,57.7,Diesel,2.0,59669.36,7.0
Semi-Auto,2679.0,145.0,57.7,Diesel,2.0,61822.16,7.0
Semi-Auto,11961.0,145.0,65.7,Diesel,2.1,47746.16,8.0
Semi-Auto,7224.0,145.0,61.4,Diesel,2.0,54094.16,7.0
Semi-Auto,2365.0,145.0,57.7,Diesel,2.0,58970.16,7.0
Semi-Auto,17000.0,145.0,61.4,Diesel,2.1,42594.16,8.0
Semi-Auto,4938.0,145.0,61.4,Diesel,2.0,53358.16,7.0
Semi-Auto,47399.0,20.0,64.2,Diesel,2.1,26310.16,12.0
Semi-Auto,2000.0,145.0,45.6,Petrol,1.5,46715.76,7.0
Semi-Auto,2000.0,145.0,45.6,Petrol,1.5,46715.76,7.0
Semi-Auto,2000.0,145.0,44.1,Petrol,1.5,44875.76,7.0
Semi-Auto,2000.0,145.0,45.6,Petrol,1.5,49494.16,7.0
Semi-Auto,2000.0,145.0,44.1,Petrol,2.0,56578.16,7.0
Semi-Auto,9883.0,145.0,61.4,Diesel,2.0,38638.16,7.0
Semi-Auto,13924.0,145.0,46.3,Petrol,1.5,34774.16,8.0
Semi-Auto,1000.0,145.0,44.1,Petrol,1.5,63625.36,7.0
Semi-Auto,21019.0,20.0,64.2,Diesel,2.1,32014.16,11.0
Semi-Auto,21210.0,145.0,65.7,Diesel,2.1,45998.16,9.0
Semi-Auto,5433.0,145.0,45.6,Petrol,1.5,48022.16,7.0
Semi-Auto,34301.0,20.0,65.7,Diesel,2.1,29438.16,9.0
Semi-Auto,2924.0,145.0,56.5,Diesel,2.0,55382.16,7.0
Semi-Auto,4284.0,145.0,55.4,Diesel,2.0,55750.16,7.0
Semi-Auto,10260.0,145.0,44.1,Petrol,1.5,46734.16,7.0
Semi-Auto,8912.0,145.0,61.4,Diesel,2.0,48942.16,7.0
Semi-Auto,13280.0,145.0,47.1,Petrol,1.5,46826.16,7.0
Semi-Auto,11793.0,145.0,47.1,Petrol,1.5,47286.16,7.0
Semi-Auto,14271.0,145.0,46.3,Petrol,1.5,37350.16,7.0
Semi-Auto,8208.0,145.0,57.7,Diesel,2.0,55106.16,7.0
Semi-Auto,13181.0,145.0,46.3,Petrol,1.5,37626.16,7.0
Semi-Auto,14995.0,145.0,61.4,Diesel,2.0,47010.16,7.0
Semi-Auto,9687.0,145.0,46.3,Petrol,1.5,46642.16,7.0
Semi-Auto,6519.0,145.0,44.1,Petrol,2.0,52072.0,7.0
Semi-Auto,11549.0,145.0,44.1,Petrol,2.0,51520.0,7.0
Semi-Auto,3116.0,145.0,44.1,Petrol,2.0,52992.0,7.0
Semi-Auto,4650.0,145.0,44.1,Petrol,2.0,53360.0,7.0
Semi-Auto,481.0,145.0,45.6,Petrol,1.5,46000.0,7.0
Semi-Auto,2198.0,145.0,47.1,Petrol,1.5,53360.0,7.0
Semi-Auto,5339.0,145.0,28.8,Petrol,3.0,75440.0,7.0
Semi-Auto,5104.0,145.0,57.7,Diesel,2.0,57868.0,7.0
Semi-Auto,7000.0,145.0,57.7,Diesel,2.0,57960.0,7.0
Automatic,53065.0,20.0,65.7,Diesel,2.1,23920.0,10.0
Semi-Auto,4004.0,145.0,44.1,Petrol,1.5,46550.16,7.0
Semi-Auto,2648.0,145.0,44.1,Petrol,1.5,47102.16,7.0
Semi-Auto,12961.0,145.0,47.1,Petrol,1.5,48942.16,7.0
Semi-Auto,20001.0,145.0,61.4,Diesel,2.0,51702.16,7.0
Semi-Auto,9905.0,145.0,58.9,Diesel,2.0,45262.16,7.0
Semi-Auto,5917.0,145.0,64.2,Diesel,2.0,50322.16,7.0
Semi-Auto,5071.0,145.0,55.4,Diesel,2.0,54370.16,7.0
Semi-Auto,7193.0,145.0,44.1,Petrol,2.0,55198.16,7.0
Semi-Auto,8123.0,145.0,57.7,Diesel,2.0,54094.16,7.0
Automatic,7317.0,145.0,46.3,Petrol,1.5,47838.16,8.0
Semi-Auto,8370.0,145.0,29.4,Petrol,3.0,75622.16,7.0
Automatic,17030.0,125.0,58.9,Diesel,2.1,44160.0,9.0
Semi-Auto,27032.0,30.0,64.2,Diesel,2.1,30268.0,12.0
Semi-Auto,27959.0,150.0,41.5,Petrol,2.0,36340.0,9.0
Automatic,5072.0,145.0,34.5,Petrol,4.0,95680.0,7.0
Semi-Auto,6605.0,125.0,51.4,Petrol,2.0,37350.16,10.0
Semi-Auto,33028.0,30.0,65.7,Diesel,2.1,39744.0,10.0
Semi-Auto,2192.0,145.0,46.3,Petrol,1.5,51060.0,7.0
Semi-Auto,9174.0,145.0,45.6,Petrol,1.5,45264.0,7.0
Semi-Auto,12944.0,145.0,61.4,Diesel,2.0,45448.0,7.0
Semi-Auto,11439.0,145.0,46.3,Petrol,1.5,40480.0,8.0
Semi-Auto,2827.0,145.0,45.6,Petrol,1.5,45080.0,7.0
Semi-Auto,4000.0,145.0,54.3,Diesel,1.6,55752.0,7.0
Semi-Auto,10996.0,145.0,47.1,Petrol,1.5,47470.16,7.0
Semi-Auto,15096.0,145.0,64.2,Diesel,2.0,52438.16,7.0
Semi-Auto,8601.0,145.0,57.7,Diesel,2.0,55014.16,7.0
Semi-Auto,19119.0,145.0,134.5,Hybrid,2.0,38178.16,9.0
Semi-Auto,20000.0,260.0,36.2,Petrol,3.0,53707.76,10.0
Semi-Auto,23077.0,30.0,64.2,Diesel,2.1,33946.16,10.0
Semi-Auto,18346.0,150.0,61.4,Diesel,2.1,38088.0,9.0
Semi-Auto,35707.0,30.0,61.4,Diesel,2.1,35604.0,9.0
Semi-Auto,15026.0,150.0,64.2,Diesel,2.0,51520.0,7.0
Semi-Auto,95.0,145.0,28.5,Petrol,4.0,114446.16,7.0
Semi-Auto,1604.0,145.0,42.2,Petrol,2.0,62006.16,7.0
Semi-Auto,6783.0,145.0,44.1,Petrol,1.5,45446.16,7.0
Semi-Auto,19656.0,145.0,61.4,Diesel,2.0,41490.16,8.0
Semi-Auto,12321.0,145.0,58.9,Diesel,2.0,44710.16,7.0
Semi-Auto,5230.0,145.0,61.4,Diesel,2.0,54646.16,7.0
Semi-Auto,8447.0,145.0,57.7,Diesel,2.0,55014.16,7.0
Semi-Auto,13044.0,145.0,61.4,Diesel,2.0,47286.16,7.0
Semi-Auto,1615.0,145.0,28.0,Petrol,4.0,127694.16,7.0
Semi-Auto,4456.0,145.0,47.1,Petrol,1.5,53726.16,7.0
Semi-Auto,4300.0,145.0,46.3,Petrol,1.5,58694.16,7.0
Semi-Auto,7635.0,145.0,30.4,Petrol,3.0,83166.16,7.0
Semi-Auto,1000.0,145.0,44.1,Petrol,2.0,61822.16,7.0
Manual,1000.0,145.0,47.1,Petrol,1.6,43937.36,7.0
Manual,1000.0,145.0,47.1,Petrol,1.6,43937.36,7.0
Manual,712.0,145.0,47.1,Petrol,1.6,43238.16,7.0
Manual,4387.0,145.0,47.1,Petrol,1.6,42134.16,7.0
Manual,1617.0,145.0,47.1,Petrol,1.6,42870.16,7.0
Semi-Auto,1357.0,145.0,46.3,Petrol,1.5,53726.16,7.0
Semi-Auto,3938.0,145.0,55.4,Diesel,2.0,63110.16,7.0
Semi-Auto,11017.0,30.0,64.2,Diesel,2.1,37626.16,10.0
Semi-Auto,20604.0,145.0,65.7,Diesel,2.1,43974.16,9.0
Semi-Auto,724.0,145.0,64.2,Diesel,2.0,59062.16,7.0
Semi-Auto,4070.0,145.0,54.3,Diesel,2.0,63386.16,7.0
Semi-Auto,13755.0,145.0,61.4,Diesel,2.0,37626.16,7.0
Semi-Auto,13910.0,145.0,46.3,Petrol,1.5,37442.16,7.0
Semi-Auto,7661.0,145.0,54.3,Diesel,2.0,52438.16,8.0
Semi-Auto,14959.0,145.0,61.4,Diesel,2.0,42134.16,7.0
Semi-Auto,5979.0,145.0,44.1,Petrol,2.0,53910.16,7.0
Semi-Auto,7942.0,145.0,57.7,Diesel,2.0,56854.16,7.0
Semi-Auto,1000.0,145.0,45.6,Petrol,1.5,47470.16,7.0
Semi-Auto,3342.0,145.0,44.1,Petrol,1.5,43054.16,7.0
Semi-Auto,2985.0,145.0,44.1,Petrol,1.5,59246.16,7.0
Semi-Auto,4272.0,145.0,44.1,Petrol,2.0,56302.16,7.0
Semi-Auto,6765.0,145.0,45.6,Petrol,1.5,47654.16,7.0
Semi-Auto,5107.0,150.0,47.1,Petrol,1.5,52440.0,7.0
Semi-Auto,12722.0,145.0,61.4,Diesel,2.0,47746.16,7.0
Semi-Auto,15414.0,145.0,61.4,Diesel,2.0,46918.16,7.0
Semi-Auto,2000.0,145.0,54.3,Diesel,2.0,61270.16,7.0
Semi-Auto,3150.0,145.0,61.4,Diesel,2.0,50230.16,8.0
Semi-Auto,1000.0,145.0,64.2,Diesel,2.0,58160.560000000005,7.0
Semi-Auto,9231.0,145.0,57.7,Diesel,2.0,51520.0,7.0
Semi-Auto,15004.0,145.0,61.4,Diesel,2.0,44988.0,7.0
Semi-Auto,11150.0,145.0,67.3,Diesel,2.1,46000.0,8.0
Automatic,11048.0,145.0,65.7,Diesel,2.1,46000.0,8.0
Semi-Auto,8023.0,145.0,29.7,Petrol,3.0,80960.0,7.0
